"sel","_id","gc","length","METABAT__22-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","6802","0.4481","3593","7.3793","no-hit","no-hit","c_000003448531"
"","6803","0.5149","7466","1.8004","Eukaryota","Haptophyta","c_000000901901"
"","6804","0.575","3807","1.1807","Eukaryota","Haptophyta","c_000000221606"
"","6805","0.5151","6519","1.6832","Eukaryota","Haptophyta","c_000000052361"
"","6806","0.4863","4902","3.5957","no-hit","no-hit","c_000000714939"
"","6807","0.5541","5264","11.1543","Eukaryota","Haptophyta","c_000005411591"
"","6808","0.4994","4137","1.8791","no-hit","no-hit","c_000002709153"
"","6809","0.5515","2827","2.5324","Eukaryota","Chytridiomycota","c_000005504406"
"","6810","0.5499","11203","1.9073","no-hit","no-hit","c_000000368320"
"","6811","0.5302","8285","2.2124","Eukaryota","Haptophyta","c_000005239407"
"","6812","0.5457","5732","1.3058","no-hit","no-hit","c_000001785609"
"","6813","0.4636","2735","17.9466","no-hit","no-hit","c_000001522974"
"","6814","0.5206","6208","26.3264","no-hit","no-hit","c_000003570405"
"","6815","0.5324","12514","8.1687","Eukaryota","Eukaryota-undef","c_000000488430"
"","6816","0.5664","4998","1.6999","Eukaryota","Haptophyta","c_000000340720"
"","6817","0.5505","3012","1.1308","no-hit","no-hit","c_000000962341"
"","6818","0.5305","13122","0.996","Eukaryota","Rhodophyta","c_000001174346"
"","6819","0.5243","13644","2.0557","Eukaryota","Haptophyta","c_000002548979"
"","6820","0.5145","6086","1.5444","no-hit","no-hit","c_000004275781"
"","6821","0.5405","4910","1.5804","no-hit","no-hit","c_000005189589"
"","6822","0.6235","2797","1.2992","no-hit","no-hit","c_000000866633"
"","6823","0.5054","6555","6.2752","no-hit","no-hit","c_000000229835"
"","6824","0.5344","5573","1.2394","no-hit","no-hit","c_000004701229"
"","6825","0.5565","17278","1.7804","Eukaryota","Eukaryota-undef","c_000001723002"
"","6826","0.5246","2617","2.7115","no-hit","no-hit","c_000001124624"
"","6827","0.5071","6216","7.2333","Eukaryota","Bacillariophyta","c_000002933822"
"","6828","0.5249","5418","2.0825","no-hit","no-hit","c_000002495934"
"","6829","0.55","7980","0.9743","Eukaryota","Rhodophyta","c_000001674816"
"","6830","0.524","18298","1.7541","Eukaryota","Eukaryota-undef","c_000001605442"
"","6831","0.5109","3803","7.8893","Eukaryota","Haptophyta","c_000002213371"
"","6832","0.5766","4547","1.1205","no-hit","no-hit","c_000001412194"
"","6833","0.5564","7345","1.3793","Eukaryota","Haptophyta","c_000005497178"
"","6834","0.5498","3132","2.6699","Eukaryota","Haptophyta","c_000003199229"
"","6835","0.5521","5912","8.6669","no-hit","no-hit","c_000002105402"
"","6836","0.5053","9129","1.7022","Eukaryota","Haptophyta","c_000001479212"
"","6837","0.514","3214","1.696","no-hit","no-hit","c_000003372536"
"","6838","0.5272","11949","1.9069","Eukaryota","Haptophyta","c_000002437005"
"","6839","0.5539","7407","1.7176","no-hit","no-hit","c_000004509521"
"","6840","0.565","7018","1.6985","Eukaryota","Haptophyta","c_000003309767"
"","6841","0.5832","6873","14.0336","no-hit","no-hit","c_000000096091"
"","6842","0.534","5350","1.6718","no-hit","no-hit","c_000000571007"
"","6843","0.6177","8408","0.8153","no-hit","no-hit","c_000003456974"
"","6844","0.4995","6675","1.5885","Eukaryota","Haptophyta","c_000001884314"
"","6845","0.5172","7651","2.0822","Eukaryota","Streptophyta","c_000005209712"
"","6846","0.513","4460","7.1108","no-hit","no-hit","c_000001186776"
"","6847","0.4939","7651","2.7111","Eukaryota","Haptophyta","c_000000655254"
"","6848","0.5676","4015","1.0115","Eukaryota","Haptophyta","c_000003305203"
"","6849","0.5461","6303","5.9649","Eukaryota","Haptophyta","c_000000534645"
"","6850","0.5748","5391","1.4873","no-hit","no-hit","c_000003456744"
"","6851","0.539","5213","1.8981","Eukaryota","Haptophyta","c_000005011380"
"","6852","0.4921","7885","2.4996","Eukaryota","Haptophyta","c_000003730927"
"","6853","0.5561","4724","3.5764","no-hit","no-hit","c_000004192020"
"","6854","0.5237","3227","2.3592","no-hit","no-hit","c_000002091853"
"","6855","0.5119","7472","15.4398","Eukaryota","Haptophyta","c_000001999347"
"","6856","0.5737","7124","0.6882","Eukaryota","Haptophyta","c_000000358997"
"","6857","0.5356","8888","10.1822","Eukaryota","Chordata","c_000001876467"
"","6858","0.5731","7308","1.253","Eukaryota","Haptophyta","c_000002048976"
"","6859","0.5428","5059","2.609","no-hit","no-hit","c_000004523969"
"","6860","0.5264","4799","1.886","Eukaryota","Haptophyta","c_000005464703"
"","6861","0.5545","16482","2.5066","Eukaryota","Haptophyta","c_000002692040"
"","6862","0.5571","5304","2.2368","Eukaryota","Basidiomycota","c_000000187377"
"","6863","0.5336","8958","1.6449","no-hit","no-hit","c_000004849580"
"","6864","0.5057","4487","1.8335","no-hit","no-hit","c_000003901056"
"","6865","0.5709","3929","0.9639","no-hit","no-hit","c_000000539282"
"","6867","0.5459","5474","1.1536","Eukaryota","Haptophyta","c_000002754552"
"","6868","0.5485","15202","1.3618","Eukaryota","Streptophyta","c_000000178842"
"","6869","0.5346","12371","2.0882","Eukaryota","Chlorophyta","c_000005123526"
"","6870","0.5029","3468","3.1044","no-hit","no-hit","c_000005404980"
"","6871","0.5869","4503","2.056","Eukaryota","Haptophyta","c_000000482180"
"","6872","0.5187","4683","3.1681","Eukaryota","Haptophyta","c_000004059354"
"","6873","0.5555","11899","1.1415","Eukaryota","Haptophyta","c_000002115000"
"","6874","0.5406","10234","1.6941","Eukaryota","Haptophyta","c_000002186459"
"","6875","0.4703","4061","1.6156","no-hit","no-hit","c_000002481706"
"","6876","0.5617","4832","1.636","Eukaryota","Haptophyta","c_000003999116"
"","6877","0.5449","3709","1.7471","no-hit","no-hit","c_000004082977"
"","6878","0.5141","4865","7.2578","no-hit","no-hit","c_000000279346"
"","6879","0.5409","3117","2.0115","no-hit","no-hit","c_000000583870"
"","6880","0.5543","4092","1.4206","Eukaryota","Haptophyta","c_000004389389"
"","6881","0.5635","11126","1.6644","no-hit","no-hit","c_000000159557"
"","6882","0.5948","7606","1.6687","no-hit","no-hit","c_000001314380"
"","6883","0.5184","6266","1.3982","no-hit","no-hit","c_000000408313"
"","6884","0.5787","10176","3.2317","no-hit","no-hit","c_000002474166"
"","6885","0.5901","3303","1.1387","no-hit","no-hit","c_000002797015"
"","6886","0.5298","2531","2.3402","Eukaryota","Haptophyta","c_000000454620"
"","6887","0.5072","3955","2.5499","no-hit","no-hit","c_000000649259"
"","6888","0.5256","3495","4.2046","no-hit","no-hit","c_000004292013"
"","6889","0.5152","7428","2.2505","no-hit","no-hit","c_000002060106"
"","6890","0.5153","2614","1.3225","no-hit","no-hit","c_000000688904"
"","6891","0.5312","9588","1.5137","no-hit","no-hit","c_000003885537"
"","6892","0.5441","8278","1.3311","no-hit","no-hit","c_000005202915"
"","6893","0.514","6278","2.9455","no-hit","no-hit","c_000000035210"
"","6894","0.5474","2932","1.2831","no-hit","no-hit","c_000002652263"
"","6895","0.6047","4083","1.4188","no-hit","no-hit","c_000001894445"
"","6896","0.5406","5977","1.2433","no-hit","no-hit","c_000004514936"
"","6897","0.563","13253","1.2135","Eukaryota","Haptophyta","c_000004611672"
"","6898","0.5278","5748","3.3149","Eukaryota","Haptophyta","c_000000392579"
"","6899","0.5457","9593","4.0041","no-hit","no-hit","c_000002651245"
"","6900","0.5655","5045","1.7197","Eukaryota","Haptophyta","c_000004979189"
"","6901","0.5069","9178","4.9251","Eukaryota","Haptophyta","c_000001507721"
"","6902","0.5134","7618","4.206","Eukaryota","Bacillariophyta","c_000001973606"
"","6903","0.6175","3854","0.6015","no-hit","no-hit","c_000000472830"
"","6904","0.5775","3321","1.3911","Eukaryota","Haptophyta","c_000003729303"
"","6905","0.5471","4131","1.6362","no-hit","no-hit","c_000005094358"
"","6906","0.5873","4897","1.2653","no-hit","no-hit","c_000000060297"
"","6907","0.5541","4196","0.6776","no-hit","no-hit","c_000002162730"
"","6908","0.5323","3139","1.2902","no-hit","no-hit","c_000002921987"
"","6909","0.5838","5723","2.0322","no-hit","no-hit","c_000000852314"
"","6910","0.5038","9945","1.6218","Eukaryota","Haptophyta","c_000000506308"
"","6911","0.545","3789","7.6326","Eukaryota","Eukaryota-undef","c_000003934989"
"","6912","0.5415","8748","3.3433","Eukaryota","Haptophyta","c_000003145363"
"","6913","0.5086","4235","19.383","Eukaryota","Eukaryota-undef","c_000000199561"
"","6914","0.5091","7722","4.3798","no-hit","no-hit","c_000002677185"
"","6915","0.563","2636","1.9753","no-hit","no-hit","c_000000438659"
"","6916","0.5315","5407","1.487","Eukaryota","Chordata","c_000002177213"
"","6917","0.5739","2631","1.6944","no-hit","no-hit","c_000005222005"
"","6918","0.5437","4379","2.7755","Eukaryota","Haptophyta","c_000000301513"
"","6919","0.5669","7493","1.6583","no-hit","no-hit","c_000001542263"
"","6920","0.4614","6181","5.0332","Eukaryota","Haptophyta","c_000002270800"
"","6921","0.5509","8563","1.4983","no-hit","no-hit","c_000001907349"
"","6922","0.5421","3774","4.1836","no-hit","no-hit","c_000004563086"
"","6923","0.517","5391","2.1076","no-hit","no-hit","c_000004710897"
"","6924","0.4964","5794","3.3319","Eukaryota","Haptophyta","c_000002451382"
"","6925","0.5081","7304","1.716","no-hit","no-hit","c_000001464927"
"","6926","0.5802","3935","1.4856","no-hit","no-hit","c_000004811042"
"","6927","0.5616","3326","1.3476","Eukaryota","Haptophyta","c_000002677861"
"","6928","0.5137","4966","2.3685","no-hit","no-hit","c_000000117376"
"","6929","0.5152","3684","1.278","no-hit","no-hit","c_000004458004"
"","6930","0.5192","12914","2.923","no-hit","no-hit","c_000000359866"
"","6931","0.5279","4660","74.547","Eukaryota","Haptophyta","c_000000644259"
"","6932","0.548","7890","2.4298","Eukaryota","Haptophyta","c_000001856923"
"","6933","0.4985","4427","1.9928","Eukaryota","Haptophyta","c_000003971740"
"","6934","0.4948","5265","1.34","Eukaryota","Haptophyta","c_000004464607"
"","6935","0.4788","3001","2.7544","no-hit","no-hit","c_000000576738"
"","6936","0.4967","4649","3.0718","no-hit","no-hit","c_000004450468"
"","6937","0.4898","3471","1.6747","no-hit","no-hit","c_000002790470"
"","6938","0.5251","4049","1.61","no-hit","no-hit","c_000004262717"
"","6939","0.5318","3821","1.6428","no-hit","no-hit","c_000001141113"
"","6940","0.5258","6735","1.509","no-hit","no-hit","c_000003925146"
"","6941","0.4794","5751","6.3565","no-hit","no-hit","c_000003263099"
"","6942","0.5986","3560","1.5031","no-hit","no-hit","c_000003492498"
"","6943","0.5698","4947","1.2056","Eukaryota","Eukaryota-undef","c_000000264266"
"","6944","0.5484","3959","1.8969","no-hit","no-hit","c_000003148230"
"","6945","0.5094","4028","13.0804","no-hit","no-hit","c_000000749213"
"","6946","0.5622","7933","5.8573","no-hit","no-hit","c_000003977466"
"","6947","0.527","3469","2.5287","no-hit","no-hit","c_000000963239"
"","6948","0.5494","9904","1.6508","Eukaryota","Haptophyta","c_000001493330"
"","6949","0.5739","3959","2.8823","Eukaryota","Haptophyta","c_000004716241"
"","6950","0.4923","11583","11.0719","no-hit","no-hit","c_000003911910"
"","6951","0.4954","6561","1.3919","Eukaryota","Haptophyta","c_000002047549"
"","6952","0.5148","4736","1.6309","no-hit","no-hit","c_000002307792"
"","6953","0.5189","5606","9.7588","Eukaryota","Haptophyta","c_000000652153"
"","6954","0.5186","17594","2.2069","Eukaryota","Haptophyta","c_000000428072"
"","6955","0.5234","6003","72.4211","Eukaryota","Arthropoda","c_000002056707"
"","6956","0.5258","7161","3.3346","no-hit","no-hit","c_000000042325"
"","6957","0.4941","3224","1.625","no-hit","no-hit","c_000004162318"
"","6958","0.5312","6764","1.9892","no-hit","no-hit","c_000005170549"
"","6959","0.504","6435","3.9546","Eukaryota","Haptophyta","c_000005461792"
"","6960","0.5625","6307","2.0179","Eukaryota","Arthropoda","c_000000212171"
"","6961","0.4881","7881","5.5666","Eukaryota","Haptophyta","c_000002655347"
"","6962","0.47","3570","3.719","no-hit","no-hit","c_000001314391"
"","6963","0.5615","5197","2.3452","no-hit","no-hit","c_000002401852"
"","6964","0.5507","10542","2.1794","Eukaryota","Haptophyta","c_000000813686"
"","6965","0.468","4186","2.1773","no-hit","no-hit","c_000003875164"
"","6966","0.5292","3343","0.8298","no-hit","no-hit","c_000004430518"
"","6967","0.5192","3438","1.3517","Eukaryota","Haptophyta","c_000002686507"
"","6968","0.4945","5317","2.2152","no-hit","no-hit","c_000005228377"
"","6969","0.5475","2866","1.0258","no-hit","no-hit","c_000000139702"
"","6970","0.4847","6846","5.1329","no-hit","no-hit","c_000000807689"
"","6971","0.5617","2925","1.3621","no-hit","no-hit","c_000001481262"
"","6972","0.5016","5365","2.5016","no-hit","no-hit","c_000001623491"
"","6973","0.5211","8353","1.5447","no-hit","no-hit","c_000001251554"
"","6974","0.577","5083","1.7478","Eukaryota","Haptophyta","c_000000612600"
"","6975","0.5661","8130","1.3514","Eukaryota","Chlorophyta","c_000002530906"
"","6976","0.5156","9051","1.6414","Eukaryota","Haptophyta","c_000001661755"
"","6977","0.5052","3525","2.078","no-hit","no-hit","c_000000206509"
"","6978","0.5184","3117","1.5233","no-hit","no-hit","c_000000109819"
"","6979","0.5346","4798","6.2707","Eukaryota","Haptophyta","c_000003131205"
"","6980","0.58","7408","1.6199","Eukaryota","Chordata","c_000001991552"
"","6981","0.5639","4967","47.9928","Eukaryota","Haptophyta","c_000000966639"
"","6982","0.4948","6294","1.6814","no-hit","no-hit","c_000000680450"
"","6983","0.5198","4167","1.1425","no-hit","no-hit","c_000004903139"
"","6984","0.5304","3437","4.554","no-hit","no-hit","c_000003420493"
"","6985","0.6012","5311","1.6566","no-hit","no-hit","c_000004600590"
"","6986","0.6053","10527","0.9927","Eukaryota","Haptophyta","c_000005121765"
"","6987","0.5112","4118","1.9361","no-hit","no-hit","c_000001467581"
"","6988","0.5686","4200","2.1707","no-hit","no-hit","c_000000053995"
"","6989","0.5","4324","2.5555","Eukaryota","Haptophyta","c_000002623343"
"","6990","0.5058","5293","2.0508","no-hit","no-hit","c_000003074123"
"","6991","0.5079","12417","8.9735","Eukaryota","Haptophyta","c_000004617210"
"","6992","0.5792","9170","1.9145","no-hit","no-hit","c_000002500384"
"","6993","0.4893","19366","1.9339","Eukaryota","Haptophyta","c_000001828442"
"","6994","0.5386","8691","1.3114","no-hit","no-hit","c_000001598782"
"","6995","0.5229","7493","1.3844","no-hit","no-hit","c_000000964785"
"","6996","0.517","7130","1.37","no-hit","no-hit","c_000001039854"
"","6997","0.5064","4688","1.8492","no-hit","no-hit","c_000000705072"
"","6998","0.5347","6463","6.1504","no-hit","no-hit","c_000000921415"
"","6999","0.5591","2622","189.2136","Eukaryota","Haptophyta","c_000002189577"
"","7000","0.5132","6888","2.7753","Eukaryota","Haptophyta","c_000000398125"
"","7001","0.5603","2977","3.8797","Eukaryota","Haptophyta","c_000000260282"
"","7002","0.5449","8339","1.1888","no-hit","no-hit","c_000000470743"
"","7003","0.5944","5898","1.5078","Eukaryota","Haptophyta","c_000002842993"
"","7004","0.5172","4397","1.6313","no-hit","no-hit","c_000000061374"
"","7005","0.5087","5439","1.305","no-hit","no-hit","c_000005032871"
"","7006","0.4981","3469","3.1078","no-hit","no-hit","c_000001418125"
"","7007","0.5191","9447","1.8603","no-hit","no-hit","c_000003918274"
"","7008","0.5402","4919","1.8284","Eukaryota","Haptophyta","c_000004537491"
"","7009","0.5314","2832","1.434","no-hit","no-hit","c_000000865008"
"","7010","0.5984","3728","1.2379","no-hit","no-hit","c_000005103632"
"","7011","0.5466","6692","3.1845","Eukaryota","Haptophyta","c_000004904418"
"","7012","0.522","9473","2.0224","Eukaryota","Haptophyta","c_000004705665"
"","7014","0.4997","14963","1.8624","Eukaryota","Haptophyta","c_000002413826"
"","7015","0.5224","2856","3.0882","no-hit","no-hit","c_000000026337"
"","7016","0.5269","5250","1.3716","Eukaryota","Haptophyta","c_000002170792"
"","7017","0.5596","6195","1.4221","Eukaryota","Haptophyta","c_000004468881"
"","7018","0.5278","4151","1.4821","Eukaryota","Haptophyta","c_000001098677"
"","7019","0.5351","5205","1.6079","no-hit","no-hit","c_000003781176"
"","7020","0.5561","5094","1.6135","no-hit","no-hit","c_000000919565"
"","7021","0.4839","3716","2.0953","no-hit","no-hit","c_000001474799"
"","7022","0.5508","8340","1.4971","no-hit","no-hit","c_000001276634"
"","7023","0.526","4909","1.0558","Eukaryota","Eukaryota-undef","c_000000889091"
"","7024","0.5063","4191","67.215","no-hit","no-hit","c_000001183964"
"","7025","0.5586","9955","1.3489","Eukaryota","Oomycota","c_000004960209"
"","7026","0.5682","3689","2.4324","no-hit","no-hit","c_000000392001"
"","7027","0.5346","2763","1.4448","no-hit","no-hit","c_000002447021"
"","7028","0.5238","15436","2.1851","Eukaryota","Haptophyta","c_000000917892"
"","7029","0.5584","6490","2.2841","Eukaryota","Haptophyta","c_000000530904"
"","7030","0.5215","2796","0.8623","no-hit","no-hit","c_000004750033"
"","7031","0.5272","3515","3.3545","no-hit","no-hit","c_000002870202"
"","7032","0.5718","3629","1.636","Eukaryota","Haptophyta","c_000005424779"
"","7033","0.529","4227","9.0005","no-hit","no-hit","c_000001104540"
"","7034","0.5046","2703","2.0777","no-hit","no-hit","c_000002627645"
"","7035","0.5217","13982","2.8573","Eukaryota","Haptophyta","c_000001712760"
"","7036","0.5113","8578","18.4636","Eukaryota","Haptophyta","c_000000886157"
"","7037","0.5074","2637","26.4308","no-hit","no-hit","c_000002260296"
"","7038","0.5248","7580","5.8867","no-hit","no-hit","c_000001614230"
"","7039","0.5206","9637","1.8387","Eukaryota","Haptophyta","c_000004110845"
"","7040","0.4727","2962","11.7704","no-hit","no-hit","c_000002399650"
"","7041","0.4992","6596","8.309","no-hit","no-hit","c_000001228325"
"","7042","0.4523","5355","8.55","no-hit","no-hit","c_000004563060"
"","7043","0.535","7937","1.3583","no-hit","no-hit","c_000004603396"
"","7044","0.4978","5175","1.4157","no-hit","no-hit","c_000004977075"
"","7045","0.567","3808","1.1681","no-hit","no-hit","c_000000600870"
"","7046","0.5258","2748","2.036","no-hit","no-hit","c_000001376537"
"","7047","0.5117","3295","1.2","no-hit","no-hit","c_000003739856"
"","7048","0.4858","3654","9.0192","no-hit","no-hit","c_000002359101"
"","7049","0.5626","5050","1.7947","no-hit","no-hit","c_000002277977"
"","7050","0.5782","6012","1.8441","no-hit","no-hit","c_000000601370"
"","7051","0.5514","5261","113.6934","Eukaryota","Haptophyta","c_000000830170"
"","7052","0.5171","3601","4.203","no-hit","no-hit","c_000001739891"
"","7053","0.5815","3099","2.0319","no-hit","no-hit","c_000003108851"
"","7054","0.5733","5958","19.0858","no-hit","no-hit","c_000000843433"
"","7055","0.5287","5687","1.8746","Eukaryota","Haptophyta","c_000002152805"
"","7056","0.5132","4599","1.9556","no-hit","no-hit","c_000000857395"
"","7057","0.4783","3431","1.2728","no-hit","no-hit","c_000002501826"
"","7058","0.5124","4824","4.959","no-hit","no-hit","c_000002050321"
"","7059","0.5725","2503","0.5402","Eukaryota","Haptophyta","c_000003886492"
"","7060","0.5022","6059","2.4814","no-hit","no-hit","c_000000630170"
"","7061","0.5402","5274","1.5654","no-hit","no-hit","c_000002098832"
"","7062","0.5748","17691","1.313","Eukaryota","Haptophyta","c_000001723987"
"","7063","0.5355","4723","3.7451","Eukaryota","Haptophyta","c_000004870366"
"","7064","0.5361","3158","1.817","no-hit","no-hit","c_000001982153"
"","7065","0.5368","4620","0.869","no-hit","no-hit","c_000005507453"
"","7066","0.4964","4154","2.3036","Eukaryota","Haptophyta","c_000001472879"
"","7067","0.5522","4399","2.1907","Eukaryota","Eukaryota-undef","c_000001328193"
"","7068","0.5616","2913","3.7484","no-hit","no-hit","c_000002925126"
"","7069","0.5786","11793","1.2019","Eukaryota","Haptophyta","c_000001295543"
"","7070","0.5097","3696","1.8604","no-hit","no-hit","c_000004106161"
"","7071","0.5844","3087","1.4017","no-hit","no-hit","c_000003659922"
"","7072","0.4925","5612","9.9653","no-hit","no-hit","c_000000811590"
"","7073","0.5643","2630","3.9829","no-hit","no-hit","c_000001273655"
"","7074","0.5113","3732","5.6835","Eukaryota","Haptophyta","c_000001398415"
"","7075","0.5753","5427","6.7114","Eukaryota","Haptophyta","c_000002827788"
"","7076","0.5628","10284","4.8969","Eukaryota","Haptophyta","c_000005025769"
"","7077","0.5109","4741","2.2713","no-hit","no-hit","c_000003278617"
"","7078","0.5508","3660","1.7883","no-hit","no-hit","c_000004462185"
"","7079","0.5349","4416","7.0657","no-hit","no-hit","c_000001431144"
"","7080","0.5732","11124","1.05","Eukaryota","Haptophyta","c_000001731587"
"","7081","0.5068","11993","4.6947","Eukaryota","Haptophyta","c_000001899187"
"","7082","0.5469","3900","0.619","no-hit","no-hit","c_000002024572"
"","7083","0.5217","4658","2.333","Eukaryota","Haptophyta","c_000000490441"
"","7084","0.4907","2810","17.2448","no-hit","no-hit","c_000002082615"
"","7085","0.5232","4058","1.7178","Eukaryota","Haptophyta","c_000001041917"
"","7086","0.5665","7469","1.9052","Eukaryota","Haptophyta","c_000002419192"
"","7088","0.5685","5462","1.4378","no-hit","no-hit","c_000002574877"
"","7089","0.5729","4383","0.7842","no-hit","no-hit","c_000004197500"
"","7090","0.5084","4532","2.0942","no-hit","no-hit","c_000000766409"
"","7091","0.4914","6966","5.2683","Eukaryota","Haptophyta","c_000004417776"
"","7092","0.5233","3843","2.3164","Eukaryota","Haptophyta","c_000003227966"
"","7093","0.5575","11846","7.2611","Eukaryota","Haptophyta","c_000000234916"
"","7094","0.4923","4497","1.7667","no-hit","no-hit","c_000005350409"
"","7095","0.5273","4971","3.2869","no-hit","no-hit","c_000004242277"
"","7096","0.5726","4270","1.3998","Eukaryota","Haptophyta","c_000003357846"
"","7097","0.4693","5248","3.0953","no-hit","no-hit","c_000004485608"
"","7098","0.5935","7065","3.8978","Eukaryota","Haptophyta","c_000002920469"
"","7099","0.5806","4912","1.2394","no-hit","no-hit","c_000005336859"
"","7100","0.5613","5368","1.6801","Eukaryota","Haptophyta","c_000000448936"
"","7101","0.563","3252","1.056","no-hit","no-hit","c_000000980510"
"","7102","0.5788","6778","1.6477","Eukaryota","Haptophyta","c_000004563756"
"","7103","0.5047","4510","2.1404","no-hit","no-hit","c_000000472762"
"","7104","0.4888","5397","2.38","Eukaryota","Eukaryota-undef","c_000000657127"
"","7105","0.5512","3398","2.6439","Eukaryota","Mollusca","c_000000953532"
"","7106","0.4981","8334","18.5139","Eukaryota","Chlorophyta","c_000001223193"
"","7107","0.5815","12302","1.2748","Eukaryota","Haptophyta","c_000003003134"
"","7108","0.518","11911","2.1803","Eukaryota","Haptophyta","c_000002117795"
"","7109","0.4988","4098","2.2391","no-hit","no-hit","c_000004449297"
"","7110","0.5496","5975","1.6321","Eukaryota","Eukaryota-undef","c_000001730109"
"","7111","0.5078","3645","1.5125","no-hit","no-hit","c_000003564399"
"","7112","0.5309","7446","1.4627","Eukaryota","Haptophyta","c_000002557460"
"","7113","0.5805","4784","5.384","Eukaryota","Haptophyta","c_000000926082"
"","7114","0.5234","4989","2.3652","Eukaryota","Haptophyta","c_000000196908"
"","7115","0.5795","4231","9.6178","no-hit","no-hit","c_000002653692"
"","7116","0.5393","3310","5.4541","no-hit","no-hit","c_000004998318"
"","7117","0.5908","3206","1.3275","Eukaryota","Haptophyta","c_000001068188"
"","7118","0.6094","16844","0.9923","Eukaryota","Haptophyta","c_000002156287"
"","7119","0.5138","6789","4.6132","Eukaryota","Haptophyta","c_000000938834"
"","7120","0.4921","6084","10.5459","no-hit","no-hit","c_000001396411"
"","7121","0.5146","3935","2.1029","Eukaryota","Haptophyta","c_000001703540"
"","7122","0.511","7912","1.9177","Eukaryota","Haptophyta","c_000000703430"
"","7123","0.5482","3373","2.3537","no-hit","no-hit","c_000002213841"
"","7124","0.511","5748","1.9047","Eukaryota","Haptophyta","c_000001653714"
"","7125","0.5364","3615","15.5364","no-hit","no-hit","c_000000467872"
"","7126","0.5153","5507","2.3953","Eukaryota","Haptophyta","c_000003455658"
"","7127","0.5235","4048","5.3893","no-hit","no-hit","c_000005436356"
"","7128","0.5142","6744","2.3016","no-hit","no-hit","c_000004097016"
"","7129","0.5103","9708","1.8142","no-hit","no-hit","c_000002655450"
"","7130","0.569","3552","3.4552","no-hit","no-hit","c_000003001137"
"","7131","0.4862","10823","2.741","no-hit","no-hit","c_000002385457"
"","7132","0.6163","4331","1.5518","Eukaryota","Haptophyta","c_000003484809"
"","7133","0.5446","5532","1.5727","Eukaryota","Haptophyta","c_000003513441"
"","7134","0.5089","3553","7.7067","no-hit","no-hit","c_000005383440"
"","7135","0.516","4938","6.708","no-hit","no-hit","c_000000765950"
"","7136","0.5514","3125","1.1568","no-hit","no-hit","c_000004620339"
"","7137","0.5547","3265","2.8211","no-hit","no-hit","c_000001474483"
"","7139","0.5011","5921","2.6107","no-hit","no-hit","c_000002639665"
"","7140","0.5049","3084","1.2114","Eukaryota","Haptophyta","c_000001701854"
"","7141","0.4595","3608","3.9897","no-hit","no-hit","c_000000690805"
"","7142","0.5097","4187","1.8706","no-hit","no-hit","c_000004208295"
"","7143","0.5185","7822","28.5262","no-hit","no-hit","c_000000556293"
"","7144","0.4981","8338","3.1848","Eukaryota","Haptophyta","c_000001367233"
"","7145","0.5263","6580","3.6783","no-hit","no-hit","c_000001649630"
"","7146","0.5237","3118","20.0539","Eukaryota","Haptophyta","c_000000111078"
"","7147","0.5176","6190","1.8383","no-hit","no-hit","c_000003052043"
"","7148","0.5552","3352","1.1071","no-hit","no-hit","c_000003246197"
"","7149","0.5037","3274","42.9184","no-hit","no-hit","c_000004935210"
"","7150","0.5305","7900","3.3437","Eukaryota","Haptophyta","c_000001240709"
"","7151","0.5112","7886","3.1372","Eukaryota","Haptophyta","c_000003223481"
"","7152","0.6073","2862","1.4658","no-hit","no-hit","c_000003912791"
"","7153","0.5686","4956","1.5549","Eukaryota","Haptophyta","c_000002191545"
"","7154","0.5314","6393","9.786","Eukaryota","Haptophyta","c_000004708063"
"","7155","0.5584","4343","1.2473","Eukaryota","Haptophyta","c_000002803348"
"","7156","0.5986","3107","0.5771","no-hit","no-hit","c_000003876986"
"","7157","0.5265","4969","2.2397","no-hit","no-hit","c_000001023261"
"","7158","0.4811","5888","5.9416","no-hit","no-hit","c_000002907032"
"","7159","0.4787","6588","3.282","no-hit","no-hit","c_000001719288"
"","7160","0.5467","4988","2.7169","no-hit","no-hit","c_000000691193"
"","7161","0.5656","4289","54.529","Eukaryota","Haptophyta","c_000000265684"
"","7162","0.5467","2978","0.687","no-hit","no-hit","c_000000430983"
"","7163","0.5438","8741","2.7919","Eukaryota","Haptophyta","c_000000723121"
"","7165","0.5135","9596","1.6116","no-hit","no-hit","c_000001061071"
"","7166","0.546","3068","2.1718","no-hit","no-hit","c_000002219437"
"","7167","0.5429","13345","2.3589","Eukaryota","Haptophyta","c_000001614092"
"","7168","0.4747","6113","1.2879","no-hit","no-hit","c_000000158166"
"","7169","0.4966","8626","2.2046","Eukaryota","Eukaryota-undef","c_000002030977"
"","7170","0.5031","4681","1.6505","no-hit","no-hit","c_000004784838"
"","7171","0.5154","9239","1.3585","Eukaryota","Streptophyta","c_000002708520"
"","7172","0.5262","8212","2.7326","no-hit","no-hit","c_000003092536"
"","7173","0.5411","7619","1.9882","no-hit","no-hit","c_000004474980"
"","7174","0.5568","3612","1.4715","no-hit","no-hit","c_000003488022"
"","7175","0.5483","4468","1.8861","Eukaryota","Haptophyta","c_000004239102"
"","7176","0.5638","5027","1.3254","no-hit","no-hit","c_000002432492"
