"sel","_id","gc","length","W_METABAT__21-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","1058","0.5137","3311","15.3697","Eukaryota","Chytridiomycota","c_000001652717"
"","1059","0.4795","4455","22.2177","Eukaryota","Echinodermata","c_000002523080"
"","1060","0.5007","9106","17.1579","Eukaryota","Chytridiomycota","c_000000368701"
"","1061","0.5145","6187","22.2392","Eukaryota","Chytridiomycota","c_000001438461"
"","1062","0.4982","9489","14.0511","Eukaryota","Chytridiomycota","c_000000216916"
"","1063","0.4955","13473","15.0364","Eukaryota","Chytridiomycota","c_000000286561"
"","1064","0.4929","14078","15.8123","Eukaryota","Chytridiomycota","c_000000881649"
"","1065","0.5488","3453","12.9794","Eukaryota","Mucoromycota","c_000001515125"
"","1066","0.5176","4138","11.3316","no-hit","no-hit","c_000001926852"
"","1067","0.4776","17015","16.6618","Eukaryota","Chytridiomycota","c_000005323382"
"","1068","0.4692","9744","15.3484","Eukaryota","Chytridiomycota","c_000003932675"
"","1069","0.4614","16494","15.4555","Eukaryota","Chytridiomycota","c_000000456261"
"","1070","0.5299","3374","17.2499","no-hit","no-hit","c_000002611949"
"","1071","0.522","3571","12.48","no-hit","no-hit","c_000001497791"
"","1072","0.4952","24996","15.7803","Eukaryota","Chytridiomycota","c_000001267459"
"","1073","0.5083","4139","10.7072","Eukaryota","Chytridiomycota","c_000002689995"
"","1074","0.496","6296","19.4504","Eukaryota","Echinodermata","c_000004987728"
"","1075","0.4926","13620","14.9511","Eukaryota","Chytridiomycota","c_000001793422"
"","1076","0.4666","14464","15.7929","Eukaryota","Mucoromycota","c_000002002154"
"","1077","0.4875","4583","15.2806","Eukaryota","Chytridiomycota","c_000000623150"
"","1078","0.4703","12003","17.0053","Eukaryota","Chytridiomycota","c_000000954003"
"","1079","0.4931","10800","19.1403","Eukaryota","Chytridiomycota","c_000002255559"
"","1080","0.4878","3907","15.5759","Eukaryota","Mucoromycota","c_000002430401"
"","1081","0.4754","4579","14.2959","no-hit","no-hit","c_000002248821"
"","1082","0.4651","7136","15.6738","Eukaryota","Chytridiomycota","c_000004142243"
